gene_id,Product Description ,,FC DOZI/WT,Confidence,PF ID,PF Product Description,Manual Annotation,CITH,DOZI,DOZI/CITH in mosquito and liver stages,,Molecular Function,Biological Process,Cellular Component,Molecular Function,Biological Process,Cellular Component
PBANKA_052210,"conserved Plasmodium protein, unknown function",,,,PF3D7_0421700,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_052270,alpha tubulin 2,,,,PF3D7_0422300,alpha tubulin 2,gliding motility,0,0,0,na,"GTP binding, GTPase activity, structural molecule activity","microtubule-based movement, protein polymerization","microtubule, protein complex",,,
PBANKA_052360,"BSD-domain protein, putative",,,,PF3D7_0423200,"BSD domain, putative",transcription,0,0,0,na,null,null,null,,,
PBANKA_052430,"tryptophan/threonine-rich antigen, putative",,,,,,,0,0,0,na,null,null,null,,,
PBANKA_060060,"NIMA related kinase 3, putative (NEK3)",,,,PF3D7_1201600,NIMA related kinase 3 (NEK3),kinase,0,0,0,KO not successful,"ATP binding, protein serine/threonine kinase activity, protein tyrosine kinase activity",protein phosphorylation,null,,,
PBANKA_060090,"conserved Plasmodium protein, unknown function",,,,PF3D7_1201900,"conserved protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_060160,"conserved protein, unknown function",,,,PF3D7_1202600,"conserved protein, unknown function",transcription,0,0,0,na,null,null,null,,,
PBANKA_060190,"high mobility group protein, putative (HMGB1)",,,,PF3D7_1202900,high mobility group protein (HMGB1),chromatin,0,0,0,KO not successful; (mutated) sprorozoite and liver stage,DNA binding,null,nucleus,,,
PBANKA_060430,"conserved Plasmodium protein, unknown function",,,,PF3D7_1205600,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_060510,"Tat binding protein 1(TBP-1)-interacting protein, putative",,,,PF3D7_1206500,"Tat binding protein 1(TBP-1)-interacting protein, putative",proteasome,0,0,0,na,null,null,null,,,
PBANKA_060530,"eukaryotic translation initiation factor 5, putative",,,,PF3D7_1206700,"eukaryotic translation initiation factor 5, putative",translation,0,0,0,na,translation initiation factor activity,translational initiation,null,,,
PBANKA_060560,"conserved Plasmodium protein, unknown function",,1.24,0.75,PF3D7_1207000,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_060630,"conserved Plasmodium protein, unknown function",,,,PF3D7_1207800,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_060810,"conserved Plasmodium protein, unknown function",,,,PF3D7_1209700,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_060950,"kinesin-7, putative",,,,PF3D7_1211000,"kinesin-like protein, putative",dynein/kinesin,0,0,0,na,"ATP binding, microtubule motor activity",microtubule-based movement,null,,,
PBANKA_060990,"heat shock protein DNAJ homologue Pfj4, putative",,,,PF3D7_1211400,heat shock protein DNAJ homologue Pfj4 (PfJ4),chaperone,0,0,0,na,heat shock protein binding,null,null,,,
PBANKA_061020,"minchromosome maintenance (MCM) complex subunit, putative (MCM5)",,,,PF3D7_1211700,"minchromosome maintenance (MCM) complex subunit, putative (MCM5)",DNA replication,0,0,0,na,"ATP binding, DNA binding",DNA replication,null,,,
PBANKA_061070,"conserved Plasmodium protein, unknown function",,,,,,unknown function,0,0,0,na,null,null,null,,,
PBANKA_061180,"N-acetyltransferase, putative",,,,PF3D7_1437000,"N-acetyltransferase, putative",chromatin modifying proteins,0,0,0,na,N-acetyltransferase activity,metabolic process,null,,,
PBANKA_061520,calcium dependent protein kinase 4 (CDPK4),,,,PF3D7_0717500,calcium dependent protein kinase 4 (CDPK4),kinase,0,0,0,"different in fertilization, ookinete and oocyst","ATP binding, calcium ion binding, protein serine/threonine kinase activity, protein tyrosine kinase activity",protein phosphorylation,null,,,
PBANKA_061550,"conserved Plasmodium protein, unknown function",,,,PF3D7_0717800,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_061670,NIMA related kinase 4 (NEK4),,,,PF3D7_0719200,NIMA related kinase 4 (NEK4),kinase,0,0,0,different in fertilization and ookinete,"ATP binding, protein serine/threonine kinase activity, protein tyrosine kinase activity",protein phosphorylation,null,,,
PBANKA_061710,"60S ribosomal protein L11a, putative",,,,PF3D7_0719600,"60S ribosomal protein L11a, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_061720,"40S ribosomal protein S10, putative",,,,PF3D7_0719700,"40S ribosomal protein S10, putative",ribosome,0,0,0,na,null,null,null,,,
PBANKA_061840,"conserved Plasmodium protein, unknown function",,,,PF3D7_0720900,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_061910,"40S ribosomal protein S5, putative",,,,PF3D7_0721600,"40S ribosomal protein S5, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome, small ribosomal subunit",,,
PBANKA_061920,"secreted ookinete protein, putative (PSOP1)",,,,PF3D7_0721700,"secreted ookinete protein, putative (PSOP1)",adhesin,0,0,0,not different from wild type,null,null,null,,,
PBANKA_061930,"conserved Plasmodium protein, unknown function",,,,PF3D7_0721800,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_062000,"cell cycle control protein cwf15, putative",,,,PF3D7_0722500,"cell cycle control protein cwf15, putative",mRNA,0,0,0,na,null,"nuclear mRNA splicing, via spliceosome",spliceosomal complex,,,
PBANKA_062050,"tRNAHis guanylyltransferase, putative",,,,PF3D7_0723000,"tRNAHis guanylyltransferase, putative",translation,0,0,0,na,null,null,null,,,
PBANKA_062090,"conserved Plasmodium protein, unknown function",,-1.81,0.73,PF3D7_0723400,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_062190,"mitochondrial import inner membrane translocase subunit tim14, putative",,,,PF3D7_0724400,"mitochondrial import inner membrane translocase subunit tim14, putative",transporter,0,0,0,na,heat shock protein binding,null,null,,,
PBANKA_062240,"kinesin-19, putative",,-4.93,0.75,PF3D7_0724900,"kinesin-like protein, putative",dynein/kinesin,0,0,0,na,"ATP binding, microtubule motor activity",microtubule-based movement,null,,,
PBANKA_062280,"conserved Plasmodium protein, unknown function",,,,PF3D7_0725300,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_062300,"Plasmodium exported protein, unknown function",,,,,,unknown function,0,0,0,na,null,null,null,,,
PBANKA_062310,"conserved rodent malaria protein, unknown function",,,,,,unknown function,0,0,0,KO not successful,null,null,null,,,
PBANKA_062330,"tryptophan-rich antigen, putative",,,,,,,0,0,0,na,null,null,null,,,
PBANKA_070020,BIR protein,,,,,,BIR protein,0,0,0,na,null,null,null,,,
PBANKA_070110,"conserved Plasmodium protein, unknown function",,,,,,unknown function,0,0,0,na,null,null,null,,,
PBANKA_070160,"conserved protein, unknown function",,,,PF3D7_0829100,"conserved protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_070200,"conserved Plasmodium protein, unknown function",,,,PF3D7_0828700,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_070280,protein disulfide isomerase,,,,PF3D7_0827900,protein disulfide isomerase (PDI8),proteasome,0,0,0,na,isomerase activity,cell redox homeostasis,endoplasmic reticulum,,,
PBANKA_070350,"conserved Plasmodium protein, unknown function",,-2.88,0.75,PF3D7_0827200,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_070430,"SPRY domain, putative",,,,PF3D7_0826300,"SPRY domain, putative",protein-protein interaction,0,0,0,na,null,null,null,,,
PBANKA_070470,"conserved Plasmodium protein, unknown function",,,,PF3D7_0825900,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_070540,"translation initiation factor IF-3, putative",,,,PF3D7_0825200,"translation initiation factor IF-3, putative",translation,0,0,0,na,translation initiation factor activity,translational initiation,null,,,
PBANKA_070550,"conserved Plasmodium protein, unknown function",,,,PF3D7_0825100,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_070560,"conserved Plasmodium protein, unknown function",,-4.04,0.75,PF3D7_0825000,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_070690,"conserved Plasmodium protein, unknown function",,,,PF3D7_0823700,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_071010,"2-oxoglutarate dehydrogenase e1, putative",,,,PF3D7_0820700,2-oxoglutarate dehydrogenase E1 component,TCA,0,0,0,na,"oxoglutarate dehydrogenase (succinyl-transferring) activity, thiamine pyrophosphate binding",glycolysis,null,,,
PBANKA_071120,"conserved Plasmodium protein, unknown function",,,,PF3D7_0819600,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_071190,"heat shock protein, putative (HSP70)",,,,PF3D7_0818900,heat shock protein 70 (Hsp70),transporter,0,0,0,na,ATP binding,null,null,,,
PBANKA_071230,"zinc finger protein, putative",,,,PF3D7_0818500,"zinc finger protein, putative",proteasome,0,0,0,na,"DNA binding, zinc ion binding",null,null,,,
PBANKA_071260,"14-3-3 protein, putative",,,,PF3D7_0818200,"14-3-3 protein, putative",,0,0,0,na,protein domain specific binding,null,"cytoplasm, nucleus",,,
PBANKA_071440,"conserved Plasmodium protein, unknown function",,,,PF3D7_0816400,"conserved Plasmodium protein, unknown function",kinase,0,0,0,na,calcium ion binding,null,null,,,
PBANKA_071550,phosphoglucomutase-2 (PGM2),,,,PF3D7_0413500,phosphoglucomutase-2 (PGM2),glycolysis,0,0,0,KO not successful; (tagged) fertilization and ookinete,null,null,cytoplasm,,,
PBANKA_071560,"26S proteasome AAA-ATPase subunit RPT3, putative",,,,PF3D7_0413600,"26S proteasome AAA-ATPase subunit RPT3, putative",proteasome,0,0,0,na,"ATP binding, nucleoside-triphosphatase activity",protein catabolic process,"cytoplasm, nucleus",,,
PBANKA_071570,"lysine decarboxylase-like protein, putative",,,,PF3D7_0413700,"lysine decarboxylase-like protein, putative",AA metabolism,0,0,0,na,null,null,null,,,
PBANKA_071600,"chromosome associated protein, putative",,,,PF3D7_0414000,"chromosome associated protein, putative",chromatin,0,0,0,na,"ATP binding, protein binding",chromosome organization,chromosome,,,
PBANKA_071660,"conserved Plasmodium protein, unknown function",,,,PF3D7_0414600,"conserved protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_071780,"60S ribosomal protein L15, putative",,,,PF3D7_0415900,"60S ribosomal protein L15, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_071970,"conserved Plasmodium protein, unknown function",,,,PF3D7_0417600,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_072040,"conserved Plasmodium protein, unknown function",,,,PF3D7_0418300,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_072130,"CGI-141 protein homolog, putative",,,,PF3D7_0419200,"CGI-141 protein homolog, putative",trafficking,0,0,0,na,null,vesicle-mediated transport,null,,,
PBANKA_072170,"ran binding protein 1, putative",,,,PF3D7_0419600,"ran binding protein 1, putative",mRNA,0,0,0,na,null,intracellular transport,null,,,
PBANKA_080180,"conserved Plasmodium protein, unknown function",,,,PF3D7_0704100,"conserved Plasmodium membrane protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_080230,"e3 ubiquitin-protein ligase, putative",,,,PF3D7_0704600,"ubiquitin transferase, putative",proteasome,0,0,0,na,acid-amino acid ligase activity,cellular protein modification process,intracellular,,,
PBANKA_080310,"minchromosome maintenance (MCM) complex subunit, putative (MCM7)",,,,PF3D7_0705400,"minchromosome maintenance (MCM) complex subunit, putative (MCM7)",DNA replication,0,0,0,na,"ATP binding, DNA binding, nucleoside-triphosphatase activity","DNA replication, DNA-dependent DNA replication initiation",nucleus,,,
PBANKA_080340,"40S ribosomal protein S29, putative",,,,PF3D7_0705700,"40S ribosomal protein S29, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_080400,"ribosomal protein, L37e, putative",,,,PF3D7_0706400,"ribosomal protein, L37e, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_080410,"conserved Plasmodium protein, unknown function",,,,PF3D7_0706500,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_080570,"heat shock protein 90, putative (HSP90)",,,,PF3D7_0708400,heat shock protein 90 (HSP90),chaperone,0,0,0,na,"ATP binding, unfolded protein binding","protein folding, response to stress",null,,,
PBANKA_080590,"kinesin, putative",,,,PF3D7_0319400,"kinesin, putative",dynein/kinesin,0,0,0,na,"ATP binding, microtubule motor activity",microtubule-based movement,null,,,
PBANKA_080680,"conserved Plasmodium protein, unknown function",,,,PF3D7_0318400,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_080700,"dna-directed rna polymerase ii subunit rpb1, putative (RPB1)",,,,PF3D7_0318200,"DNA-directed RNA polymerase II, putative",transcription,0,0,0,na,"DNA binding, DNA-directed RNA polymerase activity",transcription from RNA polymerase II promoter,"DNA-directed RNA polymerase II, core complex",,,
PBANKA_080760,"40S ribosomal protein S11, putative",,,,PF3D7_0317600,"40S ribosomal protein S11, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_080990,"tRNA pseudouridine synthase, putative",,,,PF3D7_0908700,"tRNA pseudouridine synthase, putative",translation,0,0,0,na,"RNA binding, pseudouridine synthase activity",pseudouridine synthesis,null,,,
PBANKA_081050,"apoptosis-related protein, putative",,,,PF3D7_0909300,"apoptosis-related protein, putative (ARP)",apoptosis,0,0,0,na,DNA binding,null,null,,,
PBANKA_081300,inhibitor of cysteine proteases (ICP),,,,PF3D7_0911900,falstatin (ICP),protease,0,0,0,KO not successful,null,null,null,,,
PBANKA_081340,"conserved Plasmodium protein, unknown function",,,,PF3D7_0912400,"conserved Plasmodium protein, unknown function",Ca2+ binding,0,0,0,na,null,null,null,,,
PBANKA_081350,"conserved Plasmodium protein, unknown function",,,,PF3D7_0912500,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,nucleic acid binding,null,nucleus,,,
PBANKA_081480,"conserved Plasmodium protein, unknown function",,,,PF3D7_0913800,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_081690,"conserved Plasmodium protein, unknown function",,,,PF3D7_0915900,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_081700,"sugar transporter, putative",,,,PF3D7_0916000,"sugar transporter, putative",transporter,0,0,0,na,null,null,null,,,
PBANKA_081890,"heat shock protein 70, putative",,,,PF3D7_0917900,heat shock protein 70 (Hsp70-2),chaperone,0,0,0,na,ATP binding,null,null,,,
PBANKA_081990,nucleosome assembly protein (NAPS),,,,PF3D7_0919000,nucleosome assembly protein (NAPS),chromatin,0,0,0,"KO not successful; (tagged) different in fertilization, ookinete and oocyst",null,nucleosome assembly,"nuclear periphery, nucleus",,,
PBANKA_082110,"CS domain protein, putative",,,,PF3D7_0920200,"CS-domain containing protein, conserved in Apicomplexa",adhesin,0,0,0,na,null,null,null,,,
PBANKA_082170,"inosine-5'-monophosphate dehydrogenase, putative",,,,PF3D7_0920800,inosine-5'-monophosphate dehydrogenase,purine metabolism,0,0,0,na,IMP dehydrogenase activity,oxidation-reduction process,null,,,
PBANKA_082200,"conserved Plasmodium protein, unknown function",,,,PF3D7_0921100,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
